"id","name","species","class","proj","auc","boyce","threshold","scenario","timestep","sum"
293,"reptiles-Tympanocryptis_lineata-GCM_Ensembles_ssp126_2090","Tympanocryptis_lineata","reptiles","GCM-Ensembles_ssp126_2090",0.9195,0.945,0.2705,"ssp126",2090,8174
294,"reptiles-Tympanocryptis_lineata-GCM_Ensembles_ssp245_2030","Tympanocryptis_lineata","reptiles","GCM-Ensembles_ssp245_2030",0.9195,0.945,0.2705,"ssp245",2030,8118
295,"reptiles-Tympanocryptis_lineata-GCM_Ensembles_ssp245_2050","Tympanocryptis_lineata","reptiles","GCM-Ensembles_ssp245_2050",0.9195,0.945,0.2705,"ssp245",2050,8222
296,"reptiles-Tympanocryptis_lineata-GCM_Ensembles_ssp245_2070","Tympanocryptis_lineata","reptiles","GCM-Ensembles_ssp245_2070",0.9195,0.945,0.2705,"ssp245",2070,8287
297,"reptiles-Tympanocryptis_lineata-GCM_Ensembles_ssp245_2090","Tympanocryptis_lineata","reptiles","GCM-Ensembles_ssp245_2090",0.9195,0.945,0.2705,"ssp245",2090,8360
298,"reptiles-Tympanocryptis_lineata-GCM_Ensembles_ssp370_2030","Tympanocryptis_lineata","reptiles","GCM-Ensembles_ssp370_2030",0.9195,0.945,0.2705,"ssp370",2030,8105
299,"reptiles-Tympanocryptis_lineata-GCM_Ensembles_ssp370_2050","Tympanocryptis_lineata","reptiles","GCM-Ensembles_ssp370_2050",0.9195,0.945,0.2705,"ssp370",2050,8225
300,"reptiles-Tympanocryptis_lineata-GCM_Ensembles_ssp370_2070","Tympanocryptis_lineata","reptiles","GCM-Ensembles_ssp370_2070",0.9195,0.945,0.2705,"ssp370",2070,8366
301,"reptiles-Tympanocryptis_lineata-GCM_Ensembles_ssp370_2090","Tympanocryptis_lineata","reptiles","GCM-Ensembles_ssp370_2090",0.9195,0.945,0.2705,"ssp370",2090,8448
302,"reptiles-Tympanocryptis_lineata-GCM_Ensembles_ssp585_2030","Tympanocryptis_lineata","reptiles","GCM-Ensembles_ssp585_2030",0.9195,0.945,0.2705,"ssp585",2030,8108
303,"reptiles-Tympanocryptis_lineata-GCM_Ensembles_ssp585_2050","Tympanocryptis_lineata","reptiles","GCM-Ensembles_ssp585_2050",0.9195,0.945,0.2705,"ssp585",2050,8269
304,"reptiles-Tympanocryptis_lineata-GCM_Ensembles_ssp585_2070","Tympanocryptis_lineata","reptiles","GCM-Ensembles_ssp585_2070",0.9195,0.945,0.2705,"ssp585",2070,8401
305,"reptiles-Tympanocryptis_lineata-GCM_Ensembles_ssp585_2090","Tympanocryptis_lineata","reptiles","GCM-Ensembles_ssp585_2090",0.9195,0.945,0.2705,"ssp585",2090,8486
306,"reptiles-Tympanocryptis_lineata-historic_baseline_1990","Tympanocryptis_lineata","reptiles","historic_baseline_1990",0.9195,0.945,0.2705,"historic_baseline",1990,7893
